2017/9/7,'000300,3829.8713,3858.1617,3828.835,3851.688,3849.4499,-0.5086,123884181
2017/9/6,'000300,3849.4499,3858.2481,3831.3835,3846.7471,3857.0464,-0.197,131398723
2017/9/5,'000300,3857.0464,3865.2938,3841.9514,3845.5451,3845.6163,0.2972,124964155
2017/9/4,'000300,3845.6163,3847.0906,3813.5537,3828.5447,3830.5383,0.3936,149566320
2017/9/1,'000300,3830.5383,3843.6176,3818.1586,3825.3392,3822.0928,0.221,158645511
2017/8/31,'000300,3822.0928,3840.199,3800.8861,3835.8394,3834.3005,-0.3184,132944935
2017/8/30,'000300,3834.3005,3854.7062,3827.8607,3834.2682,3834.5376,-0.0062,141352857
2017/8/29,'000300,3834.5376,3847.9303,3825.7597,3839.1779,3842.7119,-0.2127,128227070
2017/8/28,'000300,3842.7119,3866.9422,3805.6567,3805.6567,3795.7544,1.2371,185576325
2017/8/25,'000300,3795.7544,3795.9693,3736.2916,3736.2916,3734.6458,1.6363,129940900
2017/8/24,'000300,3734.6458,3765.7082,3729.0876,3755.8902,3756.0884,-0.5709,89947372
2017/8/23,'000300,3756.0884,3772.4568,3741.7204,3747.6108,3752.298,0.101,104961573
2017/8/22,'000300,3752.298,3758.2924,3734.5556,3745.7543,3740.9941,0.3022,100292856
2017/8/21,'000300,3740.9941,3744.2631,3728.6157,3731.8399,3724.6748,0.4381,100313073
2017/8/18,'000300,3724.6748,3733.4914,3700.4112,3707.1891,3721.277,0.0913,96561705
2017/8/17,'000300,3721.277,3722.6239,3704.4126,3707.0668,3701.4207,0.5365,108656251
2017/8/16,'000300,3701.4207,3707.144,3679.7338,3701.1337,3706.0566,-0.1251,104134141
2017/8/15,'000300,3706.0566,3719.2931,3692.2802,3695.78,3694.6831,0.3078,106444857
2017/8/14,'000300,3694.6831,3698.3663,3651.3754,3651.3754,3647.3503,1.2977,115308451
2017/8/11,'000300,3647.3503,3700.4944,3645.0945,3687.9314,3715.9208,-1.8453,150387421
2017/8/10,'000300,3715.9208,3746.8614,3688.1766,3724.962,3731.044,-0.4053,130085128
2017/8/9,'000300,3731.044,3738.999,3713.5668,3728.0319,3732.2129,-0.0313,124679989
2017/8/8,'000300,3732.2129,3737.3344,3718.8116,3724.3287,3726.7948,0.1454,137241928
2017/8/7,'000300,3726.7948,3730.7774,3689.9552,3701.2161,3707.5796,0.5183,124231530
2017/8/4,'000300,3707.5796,3738.7312,3707.003,3724.7225,3727.8264,-0.5431,157470060
2017/8/3,'000300,3727.8264,3766.3452,3718.4351,3755.1081,3760.8525,-0.8782,146153944
2017/8/2,'000300,3760.8525,3784.3511,3759.2764,3768.1938,3770.3828,-0.2528,172293383
2017/8/1,'000300,3770.3828,3770.4043,3737.0954,3738.7364,3737.8732,0.8697,152546539
2017/7/31,'000300,3737.8732,3746.5207,3713.655,3722.4282,3721.8914,0.4294,148429039
2017/7/28,'000300,3721.8914,3725.5378,3696.7776,3703.4895,3712.1947,0.2612,111411392
2017/7/27,'000300,3712.1947,3716.6888,3672.4971,3700.8558,3705.3884,0.1837,145002904
2017/7/26,'000300,3705.3884,3738.5316,3684.1819,3722.8761,3719.559,-0.381,136325210
2017/7/25,'000300,3719.559,3752.1559,3713.2766,3742.6405,3743.4686,-0.6387,121672059
2017/7/24,'000300,3743.4686,3755.1902,3719.8488,3724.3778,3728.5976,0.3988,134868722
2017/7/21,'000300,3728.5976,3751.6947,3722.0656,3738.1847,3747.8843,-0.5146,117941226
2017/7/20,'000300,3747.8843,3750.1938,3723.0689,3725.1436,3729.7466,0.4863,142410039
2017/7/19,'000300,3729.7466,3731.0468,3658.2035,3660.8665,3667.1807,1.7061,182477787
2017/7/18,'000300,3667.1807,3667.5408,3622.0414,3648.4942,3663.5575,0.0989,124622056
2017/7/17,'000300,3663.5575,3716.47,3621.3652,3700.6179,3703.094,-1.0677,178821600
2017/7/14,'000300,3703.094,3703.094,3672.7425,3682.6153,3686.9205,0.4387,105514005
2017/7/13,'000300,3686.9205,3690.4832,3652.5658,3656.3502,3658.8236,0.7679,125669549
2017/7/12,'000300,3658.8236,3691.5814,3640.5893,3672.6328,3670.8086,-0.3265,122287792
2017/7/11,'000300,3670.8086,3701.2087,3645.9946,3646.8783,3653.6868,0.4686,118760826
2017/7/10,'000300,3653.6868,3667.8455,3641.5277,3647.9379,3655.9293,-0.0613,120591910
2017/7/7,'000300,3655.9293,3657.1131,3631.8702,3647.6416,3660.0967,-0.1139,103735497
2017/7/6,'000300,3660.0967,3666.7745,3629.56,3654.5576,3659.6795,0.0114,102379245
2017/7/5,'000300,3659.6795,3660.7291,3610.4586,3611.8984,3619.9841,1.0966,88232425
2017/7/4,'000300,3619.9841,3646.8455,3611.6911,3646.828,3650.8463,-0.8453,95071413
2017/7/3,'000300,3650.8463,3667.5957,3633.7825,3667.2316,3666.7977,-0.435,88820860
2017/6/30,'000300,3666.7977,3669.7584,3646.2272,3654.7348,3668.8279,-0.0553,81510028
2017/6/29,'000300,3668.8279,3669.1345,3644.7331,3649.2525,3646.1666,0.6215,85589498
2017/6/28,'000300,3646.1666,3672.1887,3644.0268,3664.1629,3674.7152,-0.7769,97920858
2017/6/27,'000300,3674.7152,3676.5328,3648.7635,3665.5775,3668.0919,0.1806,97558702
2017/6/26,'000300,3668.0919,3671.9435,3627.0208,3627.0208,3622.8831,1.2479,134637995
2017/6/23,'000300,3622.8831,3623.2352,3569.3225,3583.4359,3590.3425,0.9063,105129134
2017/6/22,'000300,3590.3425,3635.5273,3581.3375,3583.5583,3587.955,0.0665,135526987
2017/6/21,'000300,3587.955,3587.9863,3545.5666,3567.1256,3546.494,1.1691,87859824
2017/6/20,'000300,3546.494,3563.6964,3539.5149,3560.7871,3553.6653,-0.2018,80509559
2017/6/19,'000300,3553.6653,3554.91,3520.0602,3520.0602,3518.7611,0.9919,79797141
2017/6/16,'000300,3518.7611,3536.1401,3514.3892,3522.9745,3528.7926,-0.2843,76452707
2017/6/15,'000300,3528.7926,3542.2796,3508.9461,3530.7465,3535.2987,-0.184,82632535
2017/6/14,'000300,3535.2987,3571.2483,3530.274,3571.2483,3582.2674,-1.3111,83810783
2017/6/13,'000300,3582.2674,3584.4094,3559.2134,3569.1594,3574.3894,0.2204,75177138
2017/6/12,'000300,3574.3894,3603.6901,3565.9012,3570.2191,3576.1703,-0.0498,90381167
2017/6/9,'000300,3576.1703,3590.8872,3560.6336,3561.2411,3560.9786,0.4266,101188265
2017/6/8,'000300,3560.9786,3562.2724,3528.179,3531.2419,3533.8718,0.7671,90224905
2017/6/7,'000300,3533.8718,3537.0947,3491.1328,3493.8846,3492.8816,1.1735,104419968
2017/6/6,'000300,3492.8816,3492.8816,3460.4534,3464.3765,3468.7538,0.6956,64089388
2017/6/5,'000300,3468.7538,3484.1244,3462.3144,3480.1692,3486.5074,-0.5092,79738152
2017/6/2,'000300,3486.5074,3498.1189,3470.2017,3491.5893,3497.7382,-0.3211,82668010
2017/6/1,'000300,3497.7382,3499.8142,3476.4283,3485.2223,3492.8845,0.139,103127724
2017/5/31,'000300,3492.8845,3515.0812,3474.9215,3495.073,3480.4345,0.3577,104829744
2017/5/26,'000300,3480.4345,3498.3148,3473.04,3479.6206,3485.6581,-0.1499,103241153
2017/5/25,'000300,3485.6581,3490.4176,3413.2246,3414.3992,3424.1669,1.7958,130721631
2017/5/24,'000300,3424.1669,3424.1669,3383.8922,3409.7169,3424.194,-0.0008,83553161
2017/5/23,'000300,3424.194,3434.7662,3401.5338,3405.0254,3411.2387,0.3798,116911033
2017/5/22,'000300,3411.2387,3424.1776,3391.1748,3400.5882,3403.8492,0.2171,92539559
2017/5/19,'000300,3403.8492,3405.9448,3392.3776,3395.2318,3398.1127,0.1688,71473525
2017/5/18,'000300,3398.1127,3409.9319,3383.935,3387.6655,3409.9656,-0.3476,85759589
2017/5/17,'000300,3409.9656,3433.9695,3408.1541,3423.19,3428.6491,-0.5449,99736837
2017/5/16,'000300,3428.6491,3428.8531,3373.552,3390.925,3399.1937,0.8665,105242416
2017/5/15,'000300,3399.1937,3406.581,3391.5881,3391.5881,3385.3787,0.4081,82977611
2017/5/12,'000300,3385.3787,3387.2677,3349.1671,3350.9371,3356.6459,0.856,93386466
2017/5/11,'000300,3356.6459,3359.6003,3312.8921,3322.9455,3337.7007,0.5676,109252890
2017/5/10,'000300,3337.7007,3369.4345,3336.003,3350.6502,3352.5324,-0.4424,92082628
2017/5/9,'000300,3352.5324,3358.0463,3327.5901,3342.5981,3358.8125,-0.187,76771668
2017/5/8,'000300,3358.8125,3374.1571,3339.5743,3369.1084,3382.5502,-0.7018,123749287
2017/5/5,'000300,3382.5502,3395.4532,3366.5568,3393.4831,3404.3864,-0.6414,109895333
2017/5/4,'000300,3404.3864,3421.3953,3391.277,3404.9379,3413.1282,-0.2561,103482075
2017/5/3,'000300,3413.1282,3432.2248,3403.0782,3421.7586,3426.5766,-0.3925,91669624
2017/5/2,'000300,3426.5766,3436.3064,3418.6652,3427.9169,3439.753,-0.3831,92797462
2017/4/28,'000300,3439.753,3439.904,3417.2375,3439.5735,3446.7202,-0.2021,101632351
2017/4/27,'000300,3446.7202,3449.2723,3399.5392,3435.1017,3445.1832,0.0446,123298425
2017/4/26,'000300,3445.1832,3466.5651,3439.1505,3440.2526,3440.9743,0.1223,111940029
2017/4/25,'000300,3440.9743,3449.6716,3422.6521,3427.7322,3431.2587,0.2831,94072148
2017/4/24,'000300,3431.2587,3458.2279,3403.9792,3458.2279,3466.7865,-1.0248,114660791
2017/4/21,'000300,3466.7865,3475.5622,3449.5421,3461.389,3461.5481,0.1513,104419110
2017/4/20,'000300,3461.5481,3465.6088,3440.7151,3444.5225,3445.8761,0.4548,114184208
2017/4/19,'000300,3445.8761,3459.3524,3418.514,3452.9904,3462.7429,-0.4871,121349264
2017/4/18,'000300,3462.7429,3489.0845,3462.6297,3474.8892,3479.9417,-0.4942,110927823
2017/4/17,'000300,3479.9417,3480.5696,3453.6759,3475.7381,3486.5045,-0.1882,117164961
2017/4/14,'000300,3486.5045,3517.4664,3476.9468,3516.8103,3514.5662,-0.7984,135474078
2017/4/13,'000300,3514.5662,3518.4385,3496.5699,3500.2838,3509.4387,0.1461,129981813
2017/4/12,'000300,3509.4387,3523.0975,3497.9991,3514.5723,3517.328,-0.2243,181824537
2017/4/11,'000300,3517.328,3520.1315,3466.139,3503.8294,3505.1392,0.3477,165945832
2017/4/10,'000300,3505.1392,3522.7955,3502.0826,3519.4597,3517.4634,-0.3504,141887380
2017/4/7,'000300,3517.4634,3526.815,3506.3885,3514.4521,3514.0469,0.0972,140293204
2017/4/6,'000300,3514.0469,3517.7779,3495.7246,3507.9879,3503.8932,0.2898,136767004
2017/4/5,'000300,3503.8932,3504.5379,3475.1486,3476.4231,3456.0455,1.3845,143399017
2017/3/31,'000300,3456.0455,3456.3051,3430.8197,3434.8222,3436.758,0.5612,91577491
2017/3/30,'000300,3436.758,3467.3049,3422.366,3461.6159,3465.1933,-0.8206,116376922
2017/3/29,'000300,3465.1933,3483.0571,3455.5529,3472.9665,3469.8093,-0.133,104851706
2017/3/28,'000300,3469.8093,3482.2923,3461.4678,3480.249,3478.0385,-0.2366,84194820
2017/3/27,'000300,3478.0385,3505.9789,3474.5206,3488.7647,3489.5997,-0.3313,107015377
2017/3/24,'000300,3489.5997,3499.3179,3461.1108,3464.1966,3461.9782,0.7979,125645833
2017/3/23,'000300,3461.9782,3470.8164,3435.6912,3452.4056,3450.0502,0.3457,94318062
2017/3/22,'000300,3450.0502,3464.3328,3433.4994,3450.7544,3466.3468,-0.4701,104935894
2017/3/21,'000300,3466.3468,3466.7026,3445.6416,3449.7696,3449.6126,0.4851,87707855
2017/3/20,'000300,3449.6126,3454.063,3429.8254,3449.0515,3445.8051,0.1105,88734322
2017/3/17,'000300,3445.8051,3488.4969,3441.4685,3485.3114,3481.5066,-1.0255,103755560
2017/3/16,'000300,3481.5066,3492.1267,3472.2694,3472.2694,3463.6436,0.5157,106333913
2017/3/15,'000300,3463.6436,3463.9191,3445.2676,3452.2139,3456.6934,0.2011,79104954
2017/3/14,'000300,3456.6934,3465.3915,3448.9034,3456.6584,3458.098,-0.0406,77077963
2017/3/13,'000300,3458.098,3458.098,3412.6879,3425.6723,3427.8916,0.8812,91684124
2017/3/10,'000300,3427.8916,3436.2388,3423.9369,3423.9776,3426.9438,0.0277,70016199
2017/3/9,'000300,3426.9438,3443.0455,3414.6782,3442.8953,3448.7313,-0.6318,84570381
2017/3/8,'000300,3448.7313,3457.0351,3441.2575,3452.2006,3453.9565,-0.1513,79587690
2017/3/7,'000300,3453.9565,3454.0386,3440.0574,3446.1628,3446.484,0.2168,80334720
2017/3/6,'000300,3446.484,3449.0342,3425.9041,3427.2533,3427.8628,0.5432,83070882
2017/3/3,'000300,3427.8628,3428.8824,3412.8312,3424.6627,3435.0963,-0.2106,80994652
2017/3/2,'000300,3435.0963,3468.471,3434.001,3463.4829,3458.4376,-0.6749,89898077
2017/3/1,'000300,3458.4376,3472.6962,3449.109,3452.2058,3452.8103,0.163,103260354
2017/2/28,'000300,3452.8103,3460.9089,3441.3589,3445.0274,3446.2228,0.1912,75215260
2017/2/27,'000300,3446.2228,3472.8356,3441.3938,3471.1319,3473.8517,-0.7953,98672160
2017/2/24,'000300,3473.8517,3473.8517,3455.2514,3468.9588,3473.3236,0.0152,95535133
2017/2/23,'000300,3473.3236,3492.9616,3460.118,3487.5745,3489.7567,-0.4709,99536330
2017/2/22,'000300,3489.7567,3489.946,3473.524,3483.2008,3482.823,0.1991,102815994
2017/2/21,'000300,3482.823,3490.0855,3472.017,3475.0584,3471.3926,0.3293,114842009
2017/2/20,'000300,3471.3926,3472.6035,3421.6434,3421.6434,3421.4419,1.4599,132628862
2017/2/17,'000300,3421.4419,3457.5562,3419.6143,3443.6166,3440.9331,-0.5665,114600036
2017/2/16,'000300,3440.9331,3440.9331,3418.3514,3421.8299,3421.7131,0.5617,108276962
2017/2/15,'000300,3421.7131,3448.0322,3417.0811,3435.3882,3435.8042,-0.4101,127643338
2017/2/14,'000300,3435.8042,3440.6748,3424.4028,3438.511,3436.275,-0.0137,94809465
2017/2/13,'000300,3436.275,3439.5432,3416.8746,3416.9168,3413.4868,0.6676,120144538
2017/2/10,'000300,3413.4868,3422.3256,3398.0295,3398.3173,3396.2924,0.5063,123768720
2017/2/9,'000300,3396.2924,3406.5888,3379.7872,3381.8992,3383.2878,0.3844,97558515
2017/2/8,'000300,3383.2878,3383.6859,3347.4302,3361.7811,3365.6849,0.523,75402879
2017/2/7,'000300,3365.6849,3376.7099,3354.6251,3371.7695,3373.2051,-0.2229,63754462
2017/2/6,'000300,3373.2051,3381.3348,3358.7516,3368.1081,3364.4923,0.259,68521360
2017/2/3,'000300,3364.4923,3392.4773,3362.5653,3390.9315,3387.9606,-0.6927,55188861
2017/1/26,'000300,3387.9606,3395.8848,3378.2609,3378.2609,3375.9042,0.3571,65316647
2017/1/25,'000300,3375.9042,3376.4415,3357.2183,3361.6561,3364.4509,0.3404,58376931
2017/1/24,'000300,3364.4509,3371.32,3355.899,3363.1374,3364.0808,0.011,66194226
2017/1/23,'000300,3364.0808,3378.7388,3355.8475,3359.0543,3354.8891,0.274,75557498
2017/1/20,'000300,3354.8891,3358.4121,3326.374,3326.9773,3329.2891,0.7689,65300462
2017/1/19,'000300,3329.2891,3346.4959,3324.6835,3330.9522,3339.3653,-0.3017,66159808
2017/1/18,'000300,3339.3653,3350.9619,3320.4062,3323.3389,3326.3563,0.3911,70623227
2017/1/17,'000300,3326.3563,3327.3767,3292.2044,3305.6001,3319.4455,0.2082,69453328
2017/1/16,'000300,3319.4455,3322.7819,3264.2071,3314.1507,3319.9122,-0.0141,157779135
2017/1/13,'000300,3319.9122,3338.174,3309.3741,3317.9625,3317.6241,0.069,84180589
2017/1/12,'000300,3317.6241,3343.1279,3315.9629,3332.6857,3334.4954,-0.506,81239135
2017/1/11,'000300,3334.4954,3366.6315,3334.2978,3355.8008,3358.2716,-0.708,91071438
2017/1/10,'000300,3358.2716,3370.5051,3354.0878,3361.6394,3363.9014,-0.1674,83819160
2017/1/9,'000300,3363.9014,3366.2219,3344.3472,3345.7483,3347.6665,0.485,83707942
2017/1/6,'000300,3347.6665,3368.8705,3346.8914,3366.8522,3367.7892,-0.5975,87459114
2017/1/5,'000300,3367.7892,3373.4119,3361.462,3368.3402,3368.3117,-0.0155,88336357
2017/1/4,'000300,3368.3117,3369.5658,3338.1527,3340.5576,3342.2272,0.7805,90050827
2017/1/3,'000300,3342.2272,3345.2629,3313.9534,3313.9534,3310.0808,0.9712,86567896
2016/12/30,'000300,3310.0808,3313.5497,3295.7513,3302.5993,3297.7648,0.3735,71744116
2016/12/29,'000300,3297.7648,3312.113,3288.0959,3297.036,3301.8887,-0.1249,70087923
2016/12/28,'000300,3301.8887,3320.5467,3293.1737,3315.7526,3316.3852,-0.4371,69000437
2016/12/27,'000300,3316.3852,3330.2324,3315.8318,3319.2061,3322.4006,-0.1811,75486359
2016/12/26,'000300,3322.4006,3322.4212,3267.0481,3293.2236,3307.5991,0.4475,89793982
2016/12/23,'000300,3307.5991,3334.8937,3300.8843,3333.4009,3335.672,-0.8416,97444713
2016/12/22,'000300,3335.672,3340.3628,3322.7196,3335.1218,3338.536,-0.0858,92277249
2016/12/21,'000300,3338.536,3342.4761,3313.7451,3313.7451,3309.0641,0.8906,108254995
2016/12/20,'000300,3309.0641,3329.1022,3289.2682,3328.2985,3328.9827,-0.5983,87569592
2016/12/19,'000300,3328.9827,3344.8584,3324.9986,3342.3449,3346.0305,-0.5095,81640678
2016/12/16,'000300,3346.0305,3356.2916,3330.4928,3335.3625,3340.4338,0.1675,90775422
2016/12/15,'000300,3340.4338,3378.0367,3327.1429,3363.8597,3378.9453,-1.1397,114960660
2016/12/14,'000300,3378.9453,3412.2795,3378.2656,3399.4113,3405.0355,-0.7662,124007744
2016/12/13,'000300,3405.0355,3416.2147,3370.5956,3394.2072,3409.1794,-0.1216,121105097
2016/12/12,'000300,3409.1794,3495.8022,3400.793,3489.2683,3493.7004,-2.4192,187467751
2016/12/9,'000300,3493.7004,3507.9276,3461.7612,3464.8733,3470.1426,0.6789,150303308
2016/12/8,'000300,3470.1426,3484.3402,3466.512,3481.8067,3475.7473,-0.1613,117383922
2016/12/7,'000300,3475.7473,3475.7473,3445.7561,3458.3687,3459.1533,0.4797,114345103
2016/12/6,'000300,3459.1533,3477.5901,3456.8067,3466.2417,3469.4073,-0.2956,115529090
2016/12/5,'000300,3469.4073,3496.8838,3457.3433,3473.6876,3528.9547,-1.6874,180852355
2016/12/2,'000300,3528.9547,3562.5497,3516.7881,3559.7711,3565.036,-1.0121,196355480
2016/12/1,'000300,3565.036,3575.97,3543.245,3543.9555,3538.001,0.7641,180170761
2016/11/30,'000300,3538.001,3567.0689,3527.0231,3557.6357,3564.0404,-0.7306,178560178
2016/11/29,'000300,3564.0404,3583.7185,3521.3787,3525.9011,3535.0807,0.8192,236918356
2016/11/28,'000300,3535.0807,3553.3603,3528.3196,3538.6754,3521.2984,0.3914,207375483
2016/11/25,'000300,3521.2984,3521.3029,3463.9477,3490.0399,3488.7402,0.9332,153621506
2016/11/24,'000300,3488.7402,3508.1648,3467.0108,3468.8071,3474.7289,0.4032,145746301
2016/11/23,'000300,3474.7289,3492.9564,3465.7639,3473.8949,3468.3637,0.1835,162388504
2016/11/22,'000300,3468.3637,3469.2189,3443.2201,3443.2201,3441.1106,0.792,168523446
2016/11/21,'000300,3441.1106,3463.1423,3412.0801,3412.6523,3417.4554,0.6922,146434529
2016/11/18,'000300,3417.4554,3443.1185,3413.2698,3437.4898,3436.535,-0.5552,115951205
2016/11/17,'000300,3436.535,3437.669,3412.8771,3423.4654,3429.5921,0.2024,121561731
2016/11/16,'000300,3429.5921,3435.6366,3419.2435,3432.4336,3429.8697,-0.0081,129808511
2016/11/15,'000300,3429.8697,3434.9216,3415.9948,3428.8663,3430.2482,-0.011,134566320
2016/11/14,'000300,3430.2482,3452.6159,3408.1392,3409.2241,3417.2211,0.3812,213247105
2016/11/11,'000300,3417.2211,3422.6715,3382.8925,3387.9481,3390.6119,0.7848,198781496
2016/11/10,'000300,3390.6119,3403.0158,3374.906,3374.906,3353.0547,1.1201,134705535
2016/11/9,'000300,3353.0547,3373.096,3322.0798,3370.5999,3371.1177,-0.5358,139110059
2016/11/8,'000300,3371.1177,3383.9174,3361.1292,3367.6974,3356.5916,0.4328,103148282
2016/11/7,'000300,3356.5916,3362.7416,3342.3122,3353.4441,3354.1749,0.0721,99877988
2016/11/4,'000300,3354.1749,3377.6394,3348.4263,3362.2055,3365.085,-0.3242,104069655
2016/11/3,'000300,3365.085,3379.9889,3324.8378,3326.9045,3333.3524,0.952,126223504
2016/11/2,'000300,3333.3524,3356.3974,3331.3841,3350.71,3359.0515,-0.7651,91197104
2016/11/1,'000300,3359.0515,3359.3941,3334.4568,3338.7099,3336.2778,0.6826,74938199
2016/10/31,'000300,3336.2778,3340.4695,3317.3279,3332.406,3340.1262,-0.1152,71352863
2016/10/28,'000300,3340.1262,3370.7485,3337.2888,3347.1438,3345.695,-0.1664,93133309
2016/10/27,'000300,3345.695,3352.3545,3335.1332,3351.4603,3354.8003,-0.2714,77629851
2016/10/26,'000300,3354.8003,3367.831,3349.5744,3365.1975,3367.4547,-0.3758,98024786
2016/10/25,'000300,3367.4547,3373.9139,3356.5853,3367.4753,3367.5778,-0.0037,111191693
2016/10/24,'000300,3367.5778,3382.8259,3330.9674,3332.5125,3327.74,1.1971,153014345
2016/10/21,'000300,3327.74,3341.5603,3309.1787,3315.7156,3318.6044,0.2753,109785176
2016/10/20,'000300,3318.6044,3324.9031,3312.1741,3317.1792,3316.2407,0.0713,79238871
2016/10/19,'000300,3316.2407,3332.5201,3309.8313,3323.3038,3321.3324,-0.1533,101167725
2016/10/18,'000300,3321.3324,3321.3324,3272.6815,3272.6815,3277.8787,1.3257,102860714
2016/10/17,'000300,3277.8787,3309.0097,3271.5413,3305.9635,3305.8481,-0.8461,86113509
2016/10/14,'000300,3305.8481,3306.6859,3285.729,3298.734,3302.6455,0.097,82316271
2016/10/13,'000300,3302.6455,3307.4091,3292.3974,3299.1557,3300.0099,0.0799,81224198
2016/10/12,'000300,3300.0099,3302.561,3289.7532,3299.1388,3306.5573,-0.198,68669781
2016/10/11,'000300,3306.5573,3308.0042,3292.8775,3296.8672,3293.8689,0.3852,87713163
2016/10/10,'000300,3293.8689,3294.6409,3258.9584,3265.3644,3253.2848,1.2475,80519260
2016/9/30,'000300,3253.2848,3260.9405,3239.0364,3240.1775,3244.3874,0.2742,44978022
2016/9/29,'000300,3244.3874,3257.7668,3234.8032,3234.857,3230.8904,0.4177,55452556
2016/9/28,'000300,3230.8904,3243.647,3227.996,3243.647,3240.7546,-0.3044,44727498
2016/9/27,'000300,3240.7546,3240.7756,3214.4414,3214.8704,3220.2838,0.6357,58460550
2016/9/26,'000300,3220.2838,3267.6905,3220.2838,3267.6905,3275.6665,-1.6907,70452186
2016/9/23,'000300,3275.6665,3293.9162,3275.025,3292.2788,3291.1211,-0.4696,57993986
2016/9/22,'000300,3291.1211,3303.1993,3277.9791,3281.4718,3266.6363,0.7495,75753542
2016/9/21,'000300,3266.6363,3270.9022,3254.3214,3257.7097,3257.4034,0.2834,59142979
2016/9/20,'000300,3257.4034,3265.0353,3252.3885,3264.6649,3263.1242,-0.1753,52784206
2016/9/19,'000300,3263.1242,3264.8995,3242.7429,3242.7429,3238.7299,0.7532,58831082
2016/9/14,'000300,3238.7299,3254.995,3231.3355,3245.7371,3260.333,-0.6626,70432697
2016/9/13,'000300,3260.333,3269.2224,3246.3857,3265.3373,3262.6043,-0.0696,67180288
2016/9/12,'000300,3262.6043,3276.7163,3234.573,3271.8702,3318.044,-1.6709,122917682
2016/9/9,'000300,3318.044,3344.951,3318.044,3339.3733,3339.564,-0.6444,82657036
2016/9/8,'000300,3339.564,3343.395,3328.2264,3338.0082,3340.8172,-0.0375,71916158
2016/9/7,'000300,3340.8172,3357.3567,3337.7508,3344.0657,3342.6259,-0.0541,102940106
2016/9/6,'000300,3342.6259,3347.9511,3300.1257,3322.018,3319.6803,0.6912,98283998
2016/9/5,'000300,3319.6803,3338.4197,3314.6293,3321.0053,3314.1142,0.168,78292477
2016/9/2,'000300,3314.1142,3320.4252,3295.7554,3298.7217,3301.5767,0.3797,82791803
2016/9/1,'000300,3301.5767,3329.3455,3301.2129,3326.7389,3327.7938,-0.7878,84947219
